sample_id,project,library_id,robot_id,library_type,archive_sample_id,core_id,depth_cm,age_raw,age_value,age_min,age_max,age_error,age_unit,site,geographic_location,latitude,longitude,shotgun_qc,capture1_qc,capture2_qc,shotgun_asian_input_reads,shotgun_asian_extract_reads,shotgun_asian_besthit_reads,shotgun_asian_mapped_reads,shotgun_asian_dedup_reads,shotgun_irgsp_input_reads,shotgun_irgsp_extract_reads,shotgun_irgsp_besthit_reads,shotgun_irgsp_mapped_reads,shotgun_irgsp_dedup_reads,capture1_asian_input_reads,capture1_asian_extract_reads,capture1_asian_besthit_reads,capture1_asian_mapped_reads,capture1_asian_dedup_reads,capture1_irgsp_input_reads,capture1_irgsp_extract_reads,capture1_irgsp_besthit_reads,capture1_irgsp_mapped_reads,capture1_irgsp_dedup_reads,capture2_asian_input_reads,capture2_asian_extract_reads,capture2_asian_besthit_reads,capture2_asian_mapped_reads,capture2_asian_dedup_reads,capture2_irgsp_input_reads,capture2_irgsp_extract_reads,capture2_irgsp_besthit_reads,capture2_irgsp_mapped_reads,capture2_irgsp_dedup_reads,count_note,shotgun_oldnew_route_status,capture1_duplicate_status,capture1_duplicate_candidate_a_counts,capture1_duplicate_candidate_b_counts,capture2_duplicate_status,capture2_duplicate_candidate_a_counts,capture2_duplicate_candidate_b_counts,count_sources,coordinate_status,coordinate_source,coordinate_note
LV7009023730,angkor,LV7009023730,LV7008416316,ss,LV3006007305,CAM23-13,33.5,1366 CE (model year),1366,1366,1366,,CE,"Northern Temple Moat, Angkor Wat","Northern Temple Moat, Angkor Wat; Cambodia",13.413,103.864639,Qualified; historical collapsed available; extract count available,,,,,,,,,57,18,16,16,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM23-13; independently reproduced in angkor_final_metadata.tsv
LV7009023755,angkor,LV7009023755,LV7008416317,ss,LV3006007303,CAM23-13,11.5,1447 CE (model year),1447,1447,1447,,CE,"Northern Temple Moat, Angkor Wat","Northern Temple Moat, Angkor Wat; Cambodia",13.413,103.864639,Qualified; historical collapsed available; extract count available,,,,,,,,,192,90,85,83,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM23-13; independently reproduced in angkor_final_metadata.tsv
LV7009024089,angkor,LV7009024089,LV7008416407,ss,LV3006007231,CAM23-11,17.5,1981 CE (model year),1981,1981,1981,,CE,"Northern Temple Moat, Angkor Wat","Northern Temple Moat, Angkor Wat; Cambodia",13.412944,103.864806,Qualified; historical collapsed available; extract count available,capture input registered; extract count available,capture input registered; extract count available,,,,,,,907,319,303,301,,8912,,,,,,,,,,28784,,,,,,,,,现有路线计数填入 extract；capture 重名输出未定 canonical：主计数字段留空，候选值见审计列,,unresolved: two non-identical outputs; not summed,besthit=991; mapped=117; dedup=72,besthit=992; mapped=117; dedup=72,unresolved: two non-identical outputs; not summed,besthit=2956; mapped=636; dedup=493,besthit=2957; mapped=633; dedup=490,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv; capture_duplicate_pairs_fullpath.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM23-11; independently reproduced in angkor_final_metadata.tsv
LV7009024091,angkor,LV7009024091,LV7008416396,ss,LV3006007201,CAM23-11,35,1843 CE (model year),1843,1843,1843,,CE,"Northern Temple Moat, Angkor Wat","Northern Temple Moat, Angkor Wat; Cambodia",13.412944,103.864806,Qualified; historical collapsed available; extract count available,,,,,,,,,217,77,69,69,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM23-11; independently reproduced in angkor_final_metadata.tsv
LV7009024105,angkor,LV7009024105,LV7008416390,ss,LV3006009966,CAM23-11,24,1930 CE (model year),1930,1930,1930,,CE,"Northern Temple Moat, Angkor Wat","Northern Temple Moat, Angkor Wat; Cambodia",13.412944,103.864806,Qualified; historical collapsed available; extract count available,,,,,,,,,285,98,92,92,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM23-11; independently reproduced in angkor_final_metadata.tsv
LV7009024246,angkor,LV7009024246,LV7008416322,ss,LV3006007304,CAM23-13,2.5,1471 CE (model year),1471,1471,1471,,CE,"Northern Temple Moat, Angkor Wat","Northern Temple Moat, Angkor Wat; Cambodia",13.413,103.864639,Qualified; historical collapsed available; extract count available,,,,,,,,,277,186,178,177,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM23-13; independently reproduced in angkor_final_metadata.tsv
LV7009024325,angkor,LV7009024325,LV7008416313,ss,LV3006007184,CAM23-11,86,1540 CE (model year),1540,1540,1540,,CE,"Northern Temple Moat, Angkor Wat","Northern Temple Moat, Angkor Wat; Cambodia",13.412944,103.864806,Qualified; historical collapsed available; extract count available,,,,,,,,,133,61,57,56,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM23-11; independently reproduced in angkor_final_metadata.tsv
LV7009024391,angkor,LV7009024391,LV7008416404,ss,LV3006007195,CAM23-11,33.5,1856 CE (model year),1856,1856,1856,,CE,"Northern Temple Moat, Angkor Wat","Northern Temple Moat, Angkor Wat; Cambodia",13.412944,103.864806,Qualified; historical collapsed available; extract count available,capture input registered; extract count available,capture input registered; extract count available,,,,,,,146,50,50,50,,1382,198,10,10,,,,,,,8025,578,158,133,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM23-11; independently reproduced in angkor_final_metadata.tsv
LV7009024536,angkor,LV7009024536,LV7008416339,ss,LV3006007306,CAM23-13,27.5,1392 CE (model year),1392,1392,1392,,CE,"Northern Temple Moat, Angkor Wat","Northern Temple Moat, Angkor Wat; Cambodia",13.413,103.864639,Qualified; historical collapsed available; extract count available,capture input registered; extract count available,capture input registered; extract count available,,,,,,,211,105,96,96,,8556,,,,,,,,,,14195,,,,,,,,,现有路线计数填入 extract；capture 重名输出未定 canonical：主计数字段留空，候选值见审计列,,unresolved: two non-identical outputs; not summed,besthit=747; mapped=226; dedup=24,besthit=752; mapped=226; dedup=24,unresolved: two non-identical outputs; not summed,besthit=1255; mapped=346; dedup=249,besthit=1253; mapped=352; dedup=256,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv; capture_duplicate_pairs_fullpath.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM23-13; independently reproduced in angkor_final_metadata.tsv
LV7009024562,angkor,LV7009024562,LV7008416293,ss,LV3006006425,CAM23-13,70.5,1117 CE (model year),1117,1117,1117,,CE,"Northern Temple Moat, Angkor Wat","Northern Temple Moat, Angkor Wat; Cambodia",13.413,103.864639,Qualified; historical collapsed available; extract count available,,,,,,,,,55,11,11,11,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM23-13; independently reproduced in angkor_final_metadata.tsv
LV7009024569,angkor,LV7009024569,LV7008416369,ss,LV3006007211,CAM23-11,67.5,1635 CE (model year),1635,1635,1635,,CE,"Northern Temple Moat, Angkor Wat","Northern Temple Moat, Angkor Wat; Cambodia",13.412944,103.864806,Qualified; historical collapsed available; extract count available,,,,,,,,,847,363,336,336,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM23-11; independently reproduced in angkor_final_metadata.tsv
LV7009024574,angkor,LV7009024574,LV7008416276,ss,LV3006006396,CAM23-13,83,971 CE (model year),971,971,971,,CE,"Northern Temple Moat, Angkor Wat","Northern Temple Moat, Angkor Wat; Cambodia",13.413,103.864639,Unqualified; historical collapsed available; extract count available,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1),reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM23-13; independently reproduced in angkor_final_metadata.tsv
LV7009024585,angkor,LV7009024585,LV7008416314,ss,LV3006007190,CAM23-11,87.5,1534 CE (model year),1534,1534,1534,,CE,"Northern Temple Moat, Angkor Wat","Northern Temple Moat, Angkor Wat; Cambodia",13.412944,103.864806,Qualified; historical collapsed available; extract count available,,,,,,,,,3017,1581,1494,1491,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM23-11; independently reproduced in angkor_final_metadata.tsv
LV7009024586,angkor,LV7009024586,LV7008416383,ss,LV3006007223,CAM23-11,14,2005 CE (model year),2005,2005,2005,,CE,"Northern Temple Moat, Angkor Wat","Northern Temple Moat, Angkor Wat; Cambodia",13.412944,103.864806,Qualified; historical collapsed available; extract count available,,,,,,,,,584,188,177,174,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM23-11; independently reproduced in angkor_final_metadata.tsv
LV7009024845,angkor,LV7009024845,LV7008416405,ss,LV3006007227,CAM23-11,32,1870 CE (model year),1870,1870,1870,,CE,"Northern Temple Moat, Angkor Wat","Northern Temple Moat, Angkor Wat; Cambodia",13.412944,103.864806,Qualified; historical collapsed available; extract count available,,,,,,,,,93,22,22,22,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM23-11; independently reproduced in angkor_final_metadata.tsv
LV7009024883,angkor,LV7009024883,LV7008416370,ss,LV3006007204,CAM23-11,55,1697 CE (model year),1697,1697,1697,,CE,"Northern Temple Moat, Angkor Wat","Northern Temple Moat, Angkor Wat; Cambodia",13.412944,103.864806,Qualified; historical collapsed available; extract count available,capture input registered; extract count available,capture input registered; extract count available,,,,,,,716,311,288,286,,2263,425,46,40,,,,,,,5735,511,141,125,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM23-11; independently reproduced in angkor_final_metadata.tsv
LV7009024910,angkor,LV7009024910,LV7008416310,ss,LV3006006407,CAM23-13,55,1257 CE (model year),1257,1257,1257,,CE,"Northern Temple Moat, Angkor Wat","Northern Temple Moat, Angkor Wat; Cambodia",13.413,103.864639,Qualified; historical collapsed available; extract count available,,,,,,,,,143,59,57,57,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM23-13; independently reproduced in angkor_final_metadata.tsv
LV7009024919,angkor,LV7009024919,LV7008416337,ss,LV3006007189,CAM23-11,81,1561 CE (model year),1561,1561,1561,,CE,"Northern Temple Moat, Angkor Wat","Northern Temple Moat, Angkor Wat; Cambodia",13.412944,103.864806,Qualified; historical collapsed available; extract count available,,,,,,,,,417,207,197,195,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM23-11; independently reproduced in angkor_final_metadata.tsv
LV7009024920,angkor,LV7009024920,LV6000200419,ss,LV3006007183,CAM23-11,79.5,1569 CE (model year),1569,1569,1569,,CE,"Northern Temple Moat, Angkor Wat","Northern Temple Moat, Angkor Wat; Cambodia",13.412944,103.864806,Qualified; historical collapsed available; extract count available,,,,,,,,,70,18,16,16,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM23-11; independently reproduced in angkor_final_metadata.tsv
LV7009026097,angkor,LV7009026097,LV7008416351,ss,LV3006007174,CAM23-11,95.5,1499 CE (model year),1499,1499,1499,,CE,"Northern Temple Moat, Angkor Wat","Northern Temple Moat, Angkor Wat; Cambodia",13.412944,103.864806,Qualified; historical collapsed available; extract count available,,,,,,,,,502,343,318,316,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM23-11; independently reproduced in angkor_final_metadata.tsv
LV7009026360,angkor,LV7009026360,LV7008416393,ss,LV3006007200,CAM23-11,70.5,1620 CE (model year),1620,1620,1620,,CE,"Northern Temple Moat, Angkor Wat","Northern Temple Moat, Angkor Wat; Cambodia",13.412944,103.864806,Qualified; historical collapsed available; extract count available,,,,,,,,,389,140,133,132,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM23-11; independently reproduced in angkor_final_metadata.tsv
LV7009026364,angkor,LV7009026364,LV7008416354,ss,LV3006007177,CAM23-11,78,1577 CE (model year),1577,1577,1577,,CE,"Northern Temple Moat, Angkor Wat","Northern Temple Moat, Angkor Wat; Cambodia",13.412944,103.864806,Qualified; historical collapsed available; extract count available,,,,,,,,,469,124,117,117,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM23-11; independently reproduced in angkor_final_metadata.tsv
LV7009026424,angkor,LV7009026424,LV7008416331,ss,LV3006007311,CAM23-13,31.5,1375 CE (model year),1375,1375,1375,,CE,"Northern Temple Moat, Angkor Wat","Northern Temple Moat, Angkor Wat; Cambodia",13.413,103.864639,Qualified; historical collapsed available; extract count available,,,,,,,,,391,314,297,292,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM23-13; independently reproduced in angkor_final_metadata.tsv
LV7009026435,angkor,LV7009026435,LV7005010674,ds,LV3005272689,CAM22-08,114.5,,,,,,,"Angkor Thom Temple Moat, Angkor","Angkor Thom Temple Moat, Angkor; Cambodia",13.42725,103.844722,Qualified; historical collapsed available; extract count available,,,,,,,,,92,24,22,22,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM22-08; independently reproduced in angkor_final_metadata.tsv
LV7009026436,angkor,LV7009026436,LV7005010675,ds,LV3005273253,CAM22-08,105,,,,,,,"Angkor Thom Temple Moat, Angkor","Angkor Thom Temple Moat, Angkor; Cambodia",13.42725,103.844722,Qualified; historical collapsed available; extract count available,,,,,,,,,72,8,8,8,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM22-08; independently reproduced in angkor_final_metadata.tsv
LV7009026437,angkor,LV7009026437,LV7005010669,ds,LV3005273276,CAM22-08,93.5,,,,,,,"Angkor Thom Temple Moat, Angkor","Angkor Thom Temple Moat, Angkor; Cambodia",13.42725,103.844722,Qualified; historical collapsed available; extract count available,,,,,,,,,820,392,353,350,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM22-08; independently reproduced in angkor_final_metadata.tsv
LV7009026438,angkor,LV7009026438,LV7005010701,ds,LV3005273265,CAM22-08,82,,,,,,,"Angkor Thom Temple Moat, Angkor","Angkor Thom Temple Moat, Angkor; Cambodia",13.42725,103.844722,Qualified; historical collapsed available; extract count available,,,,,,,,,1607,817,753,749,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM22-08; independently reproduced in angkor_final_metadata.tsv
LV7009026439,angkor,LV7009026439,LV7005010680,ds,LV3005273228,CAM22-08,71.5,,,,,,,"Angkor Thom Temple Moat, Angkor","Angkor Thom Temple Moat, Angkor; Cambodia",13.42725,103.844722,Qualified; historical collapsed available; extract count available,,,,,,,,,2659,1257,1163,1156,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM22-08; independently reproduced in angkor_final_metadata.tsv
LV7009026440,angkor,LV7009026440,LV7005010712,ds,LV3005273239,CAM22-08,60.5,,,,,,,"Angkor Thom Temple Moat, Angkor","Angkor Thom Temple Moat, Angkor; Cambodia",13.42725,103.844722,Qualified; historical collapsed available; extract count available,,,,,,,,,2751,1370,1263,1254,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM22-08; independently reproduced in angkor_final_metadata.tsv
LV7009026447,angkor,LV7009026447,LV7005010665,ds,LV3005272696,CAM22-08,116,,,,,,,"Angkor Thom Temple Moat, Angkor","Angkor Thom Temple Moat, Angkor; Cambodia",13.42725,103.844722,Qualified; historical collapsed available; extract count available,,,,,,,,,69,24,21,21,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM22-08; independently reproduced in angkor_final_metadata.tsv
LV7009026449,angkor,LV7009026449,LV7005010662,ds,LV3005273254,CAM22-08,95,,,,,,,"Angkor Thom Temple Moat, Angkor","Angkor Thom Temple Moat, Angkor; Cambodia",13.42725,103.844722,Qualified; historical collapsed available; extract count available,,,,,,,,,130,28,25,25,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM22-08; independently reproduced in angkor_final_metadata.tsv
LV7009026450,angkor,LV7009026450,LV7005010671,ds,LV3005273270,CAM22-08,83.5,,,,,,,"Angkor Thom Temple Moat, Angkor","Angkor Thom Temple Moat, Angkor; Cambodia",13.42725,103.844722,Qualified; historical collapsed available; extract count available,,,,,,,,,2129,1079,1004,999,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM22-08; independently reproduced in angkor_final_metadata.tsv
LV7009026451,angkor,LV7009026451,LV7005010694,ds,LV3005273247,CAM22-08,73,,,,,,,"Angkor Thom Temple Moat, Angkor","Angkor Thom Temple Moat, Angkor; Cambodia",13.42725,103.844722,Qualified; historical collapsed available; extract count available,,,,,,,,,1312,650,602,597,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM22-08; independently reproduced in angkor_final_metadata.tsv
LV7009026452,angkor,LV7009026452,LV7005010711,ds,LV3005273245,CAM22-08,62,,,,,,,"Angkor Thom Temple Moat, Angkor","Angkor Thom Temple Moat, Angkor; Cambodia",13.42725,103.844722,Qualified; historical collapsed available; extract count available,,,,,,,,,1955,990,910,906,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM22-08; independently reproduced in angkor_final_metadata.tsv
LV7009026459,angkor,LV7009026459,LV7005010657,ds,LV3005272708,CAM22-08,117.5,,,,,,,"Angkor Thom Temple Moat, Angkor","Angkor Thom Temple Moat, Angkor; Cambodia",13.42725,103.844722,Low Risk; historical collapsed available; extract count available,,,,,,,,,46,16,13,13,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM22-08; independently reproduced in angkor_final_metadata.tsv
LV7009026460,angkor,LV7009026460,LV7005010667,ds,LV3005273269,CAM22-08,106.5,,,,,,,"Angkor Thom Temple Moat, Angkor","Angkor Thom Temple Moat, Angkor; Cambodia",13.42725,103.844722,Qualified; historical collapsed available; extract count available,,,,,,,,,85,7,5,5,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM22-08; independently reproduced in angkor_final_metadata.tsv
LV7009026462,angkor,LV7009026462,LV7005010693,ds,LV3005273281,CAM22-08,85,,,,,,,"Angkor Thom Temple Moat, Angkor","Angkor Thom Temple Moat, Angkor; Cambodia",13.42725,103.844722,Qualified; historical collapsed available; extract count available,,,,,,,,,675,327,291,291,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM22-08; independently reproduced in angkor_final_metadata.tsv
LV7009026463,angkor,LV7009026463,LV7005010679,ds,LV3005273282,CAM22-08,74.5,,,,,,,"Angkor Thom Temple Moat, Angkor","Angkor Thom Temple Moat, Angkor; Cambodia",13.42725,103.844722,Qualified; historical collapsed available; extract count available,,,,,,,,,2274,1112,1036,1029,,,,,,,,,,,,,,,,,,,,,现有路线计数填入 extract,,,,,,,,sample_reads_wide.tsv (v1); pipeline_reads_extract_besthit.tsv; irgsp_dedup_bam_reads.tsv,reported_in_cam_metadata,"sample_meta_data_20250922.tsv: field_sample_id@field_sample, latitude, longitude",Exact coordinate reported for Angkor core CAM22-08; independently reproduced in angkor_final_metadata.tsv
